Estimated_Dollar_Loss,Number_of_responding_personnel,Possible_Cause,TFS_Arrival_Time,Latitude,Longitude
4000,22,Other Unintended Cause,2022-08-12T20:23:28,43.74309049,-79.48892027
0,4,Other Unintentional,2022-08-12T20:39:06,43.74681421,-79.58380727
10000,50,Other Unintended Cause,2022-08-12T23:39:37,43.63446412,-79.4006056
1000,19,Intentional,2022-08-13T01:12:59,43.70321859,-79.27951692
1000,8,Mechanical/Electrical Failure,2022-08-13T02:14:51,43.79677299,-79.31576611
500,4,Misuse of ignition source/material ignited,2022-08-13T05:08:32,43.67135713,-79.46709832
2000,4,Misuse of ignition source/material ignited,2022-08-13T11:39:46,43.63885421,-79.38657346
200,22,Misuse of ignition source/material ignited,2022-08-13T16:56:44,43.75694497,-79.46427406
50000,14,Mechanical/Electrical Failure,2022-08-13T19:29:47,43.71820029,-79.49460519
1000,4,Misuse of ignition source/material ignited,2022-08-14T09:54:20,43.65090227,-79.3972391
500,22,Misuse of ignition source/material ignited,2022-08-14T12:00:59,43.72393714,-79.41943073
3000,22,Misuse of ignition source/material ignited,2022-08-14T22:36:49,43.72083762,-79.44092211
75000,51,Other Unintended Cause,2022-08-15T08:36:50,43.75532616,-79.45989995
100000,22,Design/Construction/Maintenance deficiency,2022-08-15T10:18:30,43.79639916,-79.25094087
25000,21,Other Unintended Cause,2022-08-15T11:45:27,43.63517666,-79.40132918
0,8,Other Unintended Cause,2022-08-15T14:08:19,43.67218926,-79.59330155
30,22,Design/Construction/Maintenance deficiency,2022-08-15T17:00:32,43.7925307,-79.18251644
0,4,Other Unintentional,2022-08-16T04:20:34,43.64876552,-79.39638162
1000,4,Other Unintended Cause,2022-08-16T09:37:20,43.73889583,-79.28025617
100000,30,Other Unintentional,2022-08-16T10:08:59,43.77296599,-79.27298631
0,4,Other Unintended Cause,2022-08-16T10:10:21,43.79320011,-79.22939056
300000,43,Other Unintentional,2022-08-16T11:00:19,43.63902915,-79.38546334
0,22,Design/Construction/Maintenance deficiency,2022-08-16T15:56:48,43.77843948,-79.15777701
0,3,Other Unintended Cause,2022-08-16T18:53:54,43.72869885,-79.27175026
8000,33,Other Unintended Cause,2022-08-16T20:00:10,43.73198103,-79.61520698
1000,25,Misuse of ignition source/material ignited,2022-08-16T20:36:12,43.6827595,-79.56976152
1000,22,Misuse of ignition source/material ignited,2022-08-17T00:27:01,43.64837368,-79.39817801
75000,61,Other Unintended Cause,2022-08-17T00:48:24,43.69650739,-79.30916347
50000,4,Design/Construction/Maintenance deficiency,2022-08-17T09:33:35,43.73043525,-79.39838877
500,27,Misuse of ignition source/material ignited,2022-08-17T10:59:24,43.73717335,-79.34344829
1000,4,Mechanical/Electrical Failure,2022-08-17T13:31:16,43.71357854,-79.53624807
2000,22,Misuse of ignition source/material ignited,2022-08-17T19:04:16,43.65820583,-79.45295739
10000,4,Other Unintended Cause,2022-08-17T22:11:31,43.71222599,-79.31725126
15000,4,Intentional,2022-08-18T02:23:01,43.80612714,-79.32888349
40000,4,Intentional,2022-08-18T05:48:07,43.76832726,-79.26078248
500000,108,Mechanical/Electrical Failure,2022-08-18T11:25:14,43.70801775,-79.34138709
2000,4,Other Unintended Cause,2022-08-18T16:18:25,43.7589245,-79.26693493
1000,22,Design/Construction/Maintenance deficiency,2022-08-18T19:45:35,43.76205777,-79.49310825
10000,4,Other Unintended Cause,2022-08-18T19:49:28,43.71915663,-79.6034598
65000,4,Other Unintended Cause,2022-08-19T05:04:49,43.76042164,-79.48733488
20000,4,Intentional,2022-08-19T06:14:40,43.6859006,-79.5195715
10000,16,Design/Construction/Maintenance deficiency,2022-08-19T14:34:52,43.6374735,-79.40521825
5000,22,Other Unintentional,2022-08-19T15:38:42,43.81601634,-79.21728754
1000,4,Other Unintended Cause,2022-08-19T17:15:06,43.75849153,-79.30003412
5000,12,Other Unintended Cause,2022-08-19T20:59:42,43.71204565,-79.28100326
0,21,Misuse of ignition source/material ignited,2022-08-19T22:56:44,43.66572255,-79.38095933
50000,50,Other Unintended Cause,2022-08-20T00:35:08,43.66151481,-79.40976928
1000,4,Other Unintended Cause,2022-08-20T10:20:01,43.73764254,-79.21832752
2500,10,Mechanical/Electrical Failure,2022-08-20T14:22:48,43.73410142,-79.62751525
0,22,Misuse of ignition source/material ignited,2022-08-20T17:09:14,43.75547314,-79.51419021
2000,22,Misuse of ignition source/material ignited,2022-08-20T17:26:24,43.7652503,-79.50376672
500,22,Misuse of ignition source/material ignited,2022-08-20T19:23:01,43.71209446,-79.41172337
250000,37,Other Unintended Cause,2022-08-20T20:58:53,43.62770985,-79.54291437
0,22,Other Unintended Cause,2022-08-20T22:17:57,43.73390188,-79.28599488
50000,12,Mechanical/Electrical Failure,2022-08-21T04:41:35,43.62900537,-79.55493722
0,22,Other Unintended Cause,2022-08-21T05:16:56,43.66628531,-79.37834705
20000,76,Other Unintended Cause,2022-08-21T11:55:59,43.80022252,-79.15076373
500,22,Other Unintended Cause,2022-08-22T00:36:41,43.64413733,-79.53296643
500000,24,Mechanical/Electrical Failure,2022-08-22T10:25:36,43.72348555,-79.33649035
1000,18,Other Unintended Cause,2022-08-22T19:16:47,43.71667021,-79.29928672
500,44,Other Unintentional,2022-08-22T20:03:38,43.75623337,-79.5883482
0,22,Other Unintended Cause,2022-08-22T21:15:14,43.79123255,-79.19599502
500,22,Intentional,2022-08-23T01:43:54,43.6658942,-79.32692374
400,30,Design/Construction/Maintenance deficiency,2022-08-23T01:44:36,43.71937337,-79.34584728
0,23,Intentional,2022-08-23T22:24:31,43.75206554,-79.26245973
10000,70,Mechanical/Electrical Failure,2022-08-24T10:21:19,43.79381002,-79.41901454
1000,22,Mechanical/Electrical Failure,2022-08-24T14:59:52,43.65610031,-79.48725789
500,26,Misuse of ignition source/material ignited,2022-08-24T19:33:14,43.71551768,-79.26571594
50000,21,Intentional,2022-08-24T23:47:55,43.83568304,-79.23109469
0,47,Other Unintended Cause,2022-08-25T00:51:21,43.68547529,-79.29783135
30000,27,Other Unintentional,2022-08-25T12:50:35,43.83109876,-79.25971382
100,21,Other Unintentional,2022-08-25T13:39:01,43.67253451,-79.46762343
1000,18,Other Unintended Cause,2022-08-26T00:20:52,43.78907741,-79.44653093
75000,72,Mechanical/Electrical Failure,2022-08-26T14:33:22,43.66356062,-79.3807229
15000,4,Mechanical/Electrical Failure,2022-08-26T15:21:44,43.63421795,-79.51913157
50000,23,Other Unintended Cause,2022-08-26T16:06:23,43.62346502,-79.54634295
10000,4,Mechanical/Electrical Failure,2022-08-26T19:23:37,43.70985136,-79.29093092
1000,4,Mechanical/Electrical Failure,2022-08-26T21:39:48,43.59932474,-79.51186188
0,27,Other Unintended Cause,2022-08-26T23:18:02,43.75484776,-79.36040898
15000,8,Other Unintended Cause,2022-08-27T00:26:57,43.74057588,-79.45160504
0,7,Other Unintended Cause,2022-08-27T08:52:55,43.73372214,-79.60671808
15000,4,Mechanical/Electrical Failure,2022-08-27T14:07:29,43.66669983,-79.33979427
40000,62,Other Unintended Cause,2022-08-27T15:44:00,43.67258668,-79.49416153
0,4,Misuse of ignition source/material ignited,2022-08-28T12:20:35,43.75147285,-79.51281114
600000,121,Other Unintended Cause,2022-08-28T15:17:27,43.76680481,-79.50239109
3000000,134,Other Unintentional,2022-08-28T19:38:42,43.66661361,-79.46862505
250000,60,Intentional,2022-08-28T19:42:48,43.82328497,-79.25144465
5000,16,Misuse of ignition source/material ignited,2022-08-28T20:59:59,43.71530597,-79.30157657
500,4,Intentional,2022-08-28T23:05:40,43.78370191,-79.29879253
100000,4,Intentional,2022-08-28T23:38:57,43.61286564,-79.51219683
5000,40,Misuse of ignition source/material ignited,2022-08-29T04:30:02,43.6346224,-79.43061198
1000,8,Intentional,2022-08-29T13:14:02,43.72764921,-79.54953751
5000,47,Other Unintended Cause,2022-08-29T15:11:49,43.77649561,-79.17355879
50000,46,Misuse of ignition source/material ignited,2022-08-29T20:40:02,43.78603574,-79.46169554
1000,21,Misuse of ignition source/material ignited,2022-08-29T21:25:08,43.66208492,-79.39762245
0,22,Intentional,2022-08-30T01:09:06,43.71841566,-79.30679344
20000,25,Mechanical/Electrical Failure,2022-08-30T12:25:57,43.66006669,-79.46345251
50,23,Mechanical/Electrical Failure,2022-08-30T17:11:08,43.7416108,-79.23973357
0,22,Misuse of ignition source/material ignited,2022-08-30T19:37:41,43.73010715,-79.49904222
1000,21,Design/Construction/Maintenance deficiency,2022-08-31T01:40:03,43.81686182,-79.32997318
50000,60,Design/Construction/Maintenance deficiency,2022-08-31T15:52:48,43.75354977,-79.24470175
0,21,Misuse of ignition source/material ignited,2022-08-31T23:11:27,43.71260605,-79.39177926
30000,4,Other Unintended Cause,2022-09-01T01:35:00,43.73745365,-79.56658538
5000,20,Other Unintended Cause,2022-09-01T08:05:18,43.71160393,-79.44487922
15000,13,Other Unintended Cause,2022-09-01T11:31:43,43.64898677,-79.56660166
150000,37,Mechanical/Electrical Failure,2022-09-01T14:36:13,43.73445604,-79.25264657
100000,60,Misuse of ignition source/material ignited,2022-09-01T23:01:50,43.71598675,-79.30493937
250000,101,Other Unintended Cause,2022-09-02T03:03:15,43.66660229,-79.57788031
75000,73,Other Unintended Cause,2022-09-02T09:01:14,43.68281196,-79.32620566
5000,4,Other Unintended Cause,2022-09-02T11:14:28,43.82525145,-79.19958427
500,24,Mechanical/Electrical Failure,2022-09-02T14:52:55,43.65130896,-79.41091985
0,32,Other Unintended Cause,2022-09-02T17:17:37,43.76350215,-79.49105341
80000,14,Mechanical/Electrical Failure,2022-09-03T00:39:10,43.78777915,-79.34347516
200000,8,Unintentional,2022-09-03T04:12:48,43.74287907,-79.42877012
20000,4,Mechanical/Electrical Failure,2022-09-03T04:31:37,43.71545645,-79.50722491
20000,61,Misuse of ignition source/material ignited,2022-09-03T09:17:45,43.81128331,-79.21468537
20000,18,Other Unintended Cause,2022-09-03T10:18:44,43.79685454,-79.19718091
25000,4,Design/Construction/Maintenance deficiency,2022-09-03T15:10:59,43.80599894,-79.35568269
35000,72,Misuse of ignition source/material ignited,2022-09-03T19:32:05,43.66559157,-79.3354317
15000,23,Misuse of ignition source/material ignited,2022-09-04T18:28:30,43.6731083,-79.29353274
40000,10,Other Unintended Cause,2022-09-05T00:00:16,43.76192707,-79.35319463
5000,22,Intentional,2022-09-05T02:33:08,43.70286531,-79.2994755
175000,37,Other Unintended Cause,2022-09-05T03:24:40,43.69913202,-79.29914465
10000,27,Mechanical/Electrical Failure,2022-09-05T03:37:54,43.77868028,-79.41528642
50000,63,Mechanical/Electrical Failure,2022-09-05T13:30:48,43.72758706,-79.44947333
0,4,Other Unintentional,2022-09-05T14:09:26,43.78163768,-79.41600169
500000,109,Other Unintended Cause,2022-09-05T16:07:55,43.68679905,-79.54412642
30000,8,Other Unintended Cause,2022-09-05T18:28:51,43.76658927,-79.38805622
5000,4,Other Unintended Cause,2022-09-05T19:53:44,43.8197086,-79.2332609
500,4,Other Unintended Cause,2022-09-06T05:41:42,43.72998549,-79.26703403
30000,12,Other Unintended Cause,2022-09-06T08:58:58,43.7349907,-79.2501438
0,4,Misuse of ignition source/material ignited,2022-09-06T09:48:24,43.75073689,-79.51607825
2000,22,Other Unintended Cause,2022-09-06T11:45:59,43.70108443,-79.44061065
4000,10,Misuse of ignition source/material ignited,2022-09-06T13:44:03,43.76295658,-79.38705756
75000,59,Misuse of ignition source/material ignited,2022-09-06T13:50:07,43.71207101,-79.39441946
50000,21,Other Unintended Cause,2022-09-07T01:20:41,43.66572255,-79.38095933
50000,61,Other Unintended Cause,2022-09-07T02:52:12,43.7626126,-79.52145671
25000,60,Other Unintended Cause,2022-09-07T10:21:42,43.64784629,-79.37737034
500,4,Other Unintended Cause,2022-09-07T12:14:23,43.73877681,-79.21703595
100000,79,Mechanical/Electrical Failure,2022-09-07T13:03:49,43.78638892,-79.21214515
3000,21,Other Unintended Cause,2022-09-07T14:16:34,43.71521307,-79.44840806
0,26,Other Unintentional,2022-09-07T14:30:36,43.64961473,-79.38213095
50,20,Mechanical/Electrical Failure,2022-09-07T15:59:05,43.72478915,-79.39392405
50000,23,Mechanical/Electrical Failure,2022-09-07T22:41:43,43.79675716,-79.23083563
15000,10,Mechanical/Electrical Failure,2022-09-08T01:07:18,43.71820029,-79.49460519
2000,24,Mechanical/Electrical Failure,2022-09-08T07:58:07,43.74910091,-79.49096072
200000,74,Mechanical/Electrical Failure,2022-09-08T09:48:14,43.73106555,-79.59502553
250000,94,Mechanical/Electrical Failure,2022-09-08T13:23:57,43.67397424,-79.43714098
1000,65,Other Unintentional,2022-09-08T15:57:36,43.69834277,-79.51131553
60000,70,Other Unintentional,2022-09-08T18:51:18,43.66137426,-79.36354612
2000,7,Misuse of ignition source/material ignited,2022-09-08T19:49:25,43.74437184,-79.31463364
5000,30,Other Unintentional,2022-09-08T23:02:10,43.75325296,-79.26515289
10000,164,Other Unintentional,2022-09-08T23:21:46,43.78706878,-79.41735046
15000,40,Other Unintended Cause,2022-09-09T02:49:09,43.74460043,-79.35393596
5000,43,Other Unintended Cause,2022-09-09T03:27:52,43.65980617,-79.40908906
100,23,Mechanical/Electrical Failure,2022-09-09T10:54:56,43.76978948,-79.50338917
500,21,Other Unintended Cause,2022-09-09T13:27:44,43.71925898,-79.42981614
0,24,Misuse of ignition source/material ignited,2022-09-10T00:47:15,43.63909926,-79.39928192
75000,13,Other Unintended Cause,2022-09-10T14:37:03,43.6617067,-79.52371051
50000,64,Mechanical/Electrical Failure,2022-09-10T16:18:55,43.71838142,-79.33637184
250000,138,Other Unintended Cause,2022-09-10T18:52:13,43.71689848,-79.25184852
0,22,Other Unintended Cause,2022-09-10T19:03:04,43.67129098,-79.37497678
200,22,Other Unintentional,2022-09-11T00:52:29,43.60112016,-79.51610299
25000,43,Mechanical/Electrical Failure,2022-09-11T10:58:56,43.67895197,-79.3448428
5000,4,Other Unintended Cause,2022-09-11T12:22:19,43.69331048,-79.27896173
100000,36,Other Unintentional,2022-09-11T12:47:39,43.75032863,-79.29547092
500,22,Intentional,2022-09-11T18:36:32,43.67129098,-79.37497678
5000,25,Other Unintended Cause,2022-09-12T08:27:25,43.65808967,-79.44399689
2000,7,Misuse of ignition source/material ignited,2022-09-12T10:45:51,43.78163768,-79.41600169
15000,7,Other Unintended Cause,2022-09-12T11:49:04,43.74848253,-79.28521284
5000,39,Other Unintentional,2022-09-12T12:48:00,43.70318467,-79.5318955
0,26,Mechanical/Electrical Failure,2022-09-12T16:26:06,43.64357014,-79.57151951
5000,21,Misuse of ignition source/material ignited,2022-09-12T17:03:48,43.71400786,-79.55686537
1500,4,Other Unintended Cause,2022-09-13T01:27:01,43.65086809,-79.38266577
0,4,Not Reported,2022-09-13T02:07:55,43.68623254,-79.39333196
20000,72,Mechanical/Electrical Failure,2022-09-13T10:35:40,43.66445009,-79.40369424
5000,22,Misuse of ignition source/material ignited,2022-09-13T13:21:18,43.81676182,-79.26659399
1500000,57,Other Unintentional,2022-09-13T13:41:56,43.74081444,-79.35150405
300000,63,Other Unintentional,2022-09-13T17:44:23,43.74807803,-79.50805643
500000,67,Misuse of ignition source/material ignited,2022-09-14T08:18:16,43.78481536,-79.32460822
1000,3,Intentional,2022-09-14T08:37:55,43.79835696,-79.2705702
80000,61,Misuse of ignition source/material ignited,2022-09-14T15:43:08,43.74969327,-79.26446273
200000,86,Mechanical/Electrical Failure,2022-09-14T18:04:19,43.682184,-79.34607449
200,55,Unintentional,2022-09-14T19:50:30,43.72869885,-79.27175026
500,23,Misuse of ignition source/material ignited,2022-09-14T21:16:18,43.62510441,-79.48951451
60000,4,Other Unintended Cause,2022-09-14T22:42:20,43.75585125,-79.28825178
50000,22,Misuse of ignition source/material ignited,2022-09-14T22:57:04,43.63744111,-79.40268157
350000,77,Other Unintended Cause,2022-09-15T09:18:26,43.65730387,-79.37345858
5000,22,Mechanical/Electrical Failure,2022-09-15T10:54:18,43.72216142,-79.50613954
30000,8,Design/Construction/Maintenance deficiency,2022-09-15T13:40:19,43.77844417,-79.25917328
500000,4,Mechanical/Electrical Failure,2022-09-15T14:01:29,43.75073689,-79.51607825
50000,83,Other Unintended Cause,2022-09-15T18:00:02,43.66452649,-79.30902146
100000,70,Other Unintended Cause,2022-09-15T20:23:56,43.76023813,-79.28518286
100000,91,Other Unintended Cause,2022-09-15T21:55:45,43.73998098,-79.22792794
0,4,Other Unintended Cause,2022-09-16T03:11:14,43.6929015,-79.55402537
250000,86,Under Investigation,2022-09-16T10:13:52,43.79009231,-79.30378201
5000,25,Misuse of ignition source/material ignited,2022-09-16T17:18:04,43.67138086,-79.48839195
0,21,Intentional,2022-09-16T19:10:49,43.69581529,-79.56273758
75000,4,Other Unintended Cause,2022-09-16T22:47:26,43.749809,-79.63946
50000,7,Other Unintended Cause,2022-09-17T13:10:07,43.813931,-79.348769
0,60,Misuse of ignition source/material ignited,2022-09-17T14:48:51,43.76021615,-79.21679203
3000,4,Intentional,2022-09-17T16:03:37,43.79746946,-79.40672661
0,4,Intentional,2022-09-17T22:58:10,43.67333064,-79.36883358
5000,25,Other Unintended Cause,2022-09-18T07:03:57,43.65036242,-79.37516343
400,58,Misuse of ignition source/material ignited,2022-09-18T13:59:43,43.69579632,-79.5521565
5000,10,Other Unintended Cause,2022-09-18T14:12:53,43.71937597,-79.32777907
5000,22,Design/Construction/Maintenance deficiency,2022-09-18T17:13:29,43.70601171,-79.47091259
2500,4,Misuse of ignition source/material ignited,2022-09-18T21:56:35,43.66889391,-79.37945204
1000,22,Other Unintentional,2022-09-18T22:32:28,43.68121615,-79.51617031
10000,25,Other Unintended Cause,2022-09-19T05:18:47,43.62929109,-79.57982775
10000,8,Other Unintended Cause,2022-09-19T22:16:51,43.75329035,-79.53626347
150,36,Intentional,2022-09-20T02:04:45,43.67653335,-79.32080155
20000,4,Unintentional,2022-09-20T04:37:15,43.76258943,-79.33530273
75000,61,Misuse of ignition source/material ignited,2022-09-20T12:30:52,43.64890278,-79.40599499
80000,81,Mechanical/Electrical Failure,2022-09-20T19:31:03,43.6540628,-79.37997399
0,4,Misuse of ignition source/material ignited,2022-09-21T18:56:16,43.70724047,-79.40331347
100,4,Other Unintentional,2022-09-22T02:48:41,43.70760132,-79.39413352
5000,4,Intentional,2022-09-22T05:10:31,43.7723125,-79.45094611
20000,37,Design/Construction/Maintenance deficiency,2022-09-22T05:37:10,43.6414746,-79.43236941
250,4,Misuse of ignition source/material ignited,2022-09-22T05:47:17,43.80160902,-79.26290998
250000,115,Intentional,2022-09-22T11:15:43,43.60236076,-79.49795866
100,8,Intentional,2022-09-22T14:57:45,43.66495474,-79.3791012
10000,25,Other Unintended Cause,2022-09-22T15:49:01,43.7165093,-79.30636426
1000,21,Other Unintentional,2022-09-22T19:09:48,43.72782205,-79.57565488
0,23,Other Unintended Cause,2022-09-22T22:54:02,43.76201424,-79.19474166
5000,8,Other Unintended Cause,2022-09-23T10:28:23,43.76042547,-79.5700883
15000,4,Mechanical/Electrical Failure,2022-09-23T16:08:40,43.73541224,-79.3471417
150000,30,Mechanical/Electrical Failure,2022-09-23T22:34:14,43.64495461,-79.39764708
50000,23,Mechanical/Electrical Failure,2022-09-24T08:38:30,43.66572255,-79.38095933
10000,41,Mechanical/Electrical Failure,2022-09-24T15:21:44,43.75024597,-79.37627512
15000,8,Unintentional,2022-09-24T16:17:55,43.76002705,-79.57181944
20,22,Misuse of ignition source/material ignited,2022-09-24T20:44:55,43.68792283,-79.49202046
20,22,Misuse of ignition source/material ignited,2022-09-24T20:51:48,43.66325128,-79.46765285
0,20,Misuse of ignition source/material ignited,2022-09-24T23:54:37,43.67038578,-79.39482096
1,21,Misuse of ignition source/material ignited,2022-09-25T07:54:35,43.63972314,-79.4235533
50000,57,Unintentional,2022-09-25T10:45:26,43.74149867,-79.31424047
0,8,Other Unintended Cause,2022-09-25T15:29:41,43.69405303,-79.5056155
444,4,Misuse of ignition source/material ignited,2022-09-25T16:31:41,43.74914766,-79.51568489
0,21,Other Unintended Cause,2022-09-25T16:50:51,43.71912362,-79.25960882
20000,37,Other Unintended Cause,2022-09-25T22:02:28,43.78764922,-79.3516574
2000,4,Mechanical/Electrical Failure,2022-09-26T01:23:03,43.77124237,-79.52252461
250,27,Intentional,2022-09-26T09:59:35,43.66729534,-79.37377791
0,21,Unintentional,2022-09-26T10:46:23,43.74076299,-79.24781825
5000,22,Other Unintended Cause,2022-09-26T15:11:00,43.73087256,-79.41911076
0,14,Other Unintended Cause,2022-09-28T19:08:48,43.74826341,-79.43672341
10000,4,Mechanical/Electrical Failure,2022-09-28T22:35:50,43.66946936,-79.4339479
200,26,Mechanical/Electrical Failure,2022-09-29T18:50:40,43.77435889,-79.35358463
2000,18,Mechanical/Electrical Failure,2022-09-29T20:39:33,43.650087,-79.38629115
25000,4,Other Unintended Cause,2022-09-29T23:49:05,43.70227909,-79.50364195
600,27,Mechanical/Electrical Failure,2022-09-30T11:20:56,43.67816414,-79.39799696
4000,4,Design/Construction/Maintenance deficiency,2022-09-30T13:47:16,43.66808935,-79.3700984
25000,21,Unintentional,2022-09-30T15:45:14,43.74502004,-79.6000721
100000,53,Other Unintended Cause,2022-09-30T18:55:01,43.70064633,-79.58115105
10000,14,Intentional,2022-09-30T20:34:52,43.6724655,-79.3758926
5000,37,Other Unintentional,2022-09-30T23:09:23,43.77649561,-79.17355879
0,62,Misuse of ignition source/material ignited,2022-10-01T09:38:01,43.70801775,-79.34138709
20000,56,Other Unintentional,2022-10-01T11:10:13,43.67025835,-79.37040716
0,4,Other Unintended Cause,2022-10-01T16:24:28,43.75888859,-79.4630641
5000,26,Other Unintended Cause,2022-10-01T17:58:36,43.7333831,-79.45286339
200,4,Other Unintended Cause,2022-10-02T00:31:12,43.77712881,-79.34789712
100,21,Other Unintended Cause,2022-10-02T12:04:12,43.60097378,-79.50867027
4000,20,Other Unintended Cause,2022-10-02T15:39:40,43.76850382,-79.28530953
10000,23,Misuse of ignition source/material ignited,2022-10-02T17:16:14,43.79896973,-79.4115039
0,7,Other Unintended Cause,2022-10-02T17:49:28,43.73813477,-79.23793632
200,23,Intentional,2022-10-03T01:33:48,43.75493795,-79.44140416
3000,4,Mechanical/Electrical Failure,2022-10-03T02:15:49,43.64946122,-79.50204467
5000,4,Other Unintended Cause,2022-10-03T06:17:17,43.66737299,-79.38163829
50000,7,Other Unintended Cause,2022-10-03T13:32:58,43.76101087,-79.22913094
0,4,Other Unintended Cause,2022-10-03T15:27:55,43.71054189,-79.40112337
9999,10,Mechanical/Electrical Failure,2022-10-03T15:35:20,43.69720393,-79.34926715
10000,22,Misuse of ignition source/material ignited,2022-10-03T15:57:51,43.80561444,-79.18355325
3000,4,Other Unintended Cause,2022-10-03T22:39:34,43.72664238,-79.48206974
300,4,Other Unintended Cause,2022-10-04T03:35:32,43.75208999,-79.54238057
3000,4,Other Unintended Cause,2022-10-04T11:44:21,43.68845506,-79.34847066
10000,7,Other Unintended Cause,2022-10-04T12:32:36,43.68393161,-79.35694929
1000,25,Misuse of ignition source/material ignited,2022-10-04T16:29:00,43.64318457,-79.39955363
5000,21,Mechanical/Electrical Failure,2022-10-04T18:51:21,43.69319085,-79.37227287
25000,7,Other Unintended Cause,2022-10-05T04:38:17,43.77954463,-79.2329791
2000,23,Design/Construction/Maintenance deficiency,2022-10-05T07:37:07,43.70993142,-79.47985121
10000,37,Misuse of ignition source/material ignited,2022-10-05T12:55:34,43.78139931,-79.13742428
25000,4,Mechanical/Electrical Failure,2022-10-05T21:05:25,43.82514906,-79.18876057
1000,12,Other Unintended Cause,2022-10-06T00:59:42,43.67217128,-79.38478637
1000,39,Intentional,2022-10-06T03:39:35,43.66729534,-79.37377791
1000,56,Misuse of ignition source/material ignited,2022-10-06T16:05:28,43.75770238,-79.54445012
20000,59,Mechanical/Electrical Failure,2022-10-06T17:11:10,43.73215956,-79.43276169
10000,4,Design/Construction/Maintenance deficiency,2022-10-06T21:29:11,43.7374344,-79.56291473
25000,62,Misuse of ignition source/material ignited,2022-10-06T23:49:47,43.69016527,-79.46517325
500,12,Other Unintentional,2022-10-07T16:35:45,43.6454674,-79.56362952
10000,34,Intentional,2022-10-07T19:00:04,43.78317743,-79.4234106
1000,35,Intentional,2022-10-07T19:08:55,43.66889391,-79.37945204
0,30,Misuse of ignition source/material ignited,2022-10-07T19:54:38,43.78944462,-79.25219491
3000,8,Other Unintended Cause,2022-10-07T20:45:02,43.63751569,-79.48723471
10000,25,Misuse of ignition source/material ignited,2022-10-08T01:21:22,43.77089069,-79.49831086
100,4,Misuse of ignition source/material ignited,2022-10-08T09:08:44,43.65028126,-79.44102031
50,4,Other Unintended Cause,2022-10-08T12:24:08,43.75303665,-79.61952955
5000,22,Other Unintended Cause,2022-10-08T13:53:13,43.7481392,-79.59510999
1000,4,Other Unintended Cause,2022-10-08T15:42:38,43.78021378,-79.44916948
10000,63,Misuse of ignition source/material ignited,2022-10-08T16:20:16,43.63744111,-79.40268157
20000,62,Other Unintentional,2022-10-08T16:21:05,43.76311639,-79.37859093
0,8,Misuse of ignition source/material ignited,2022-10-08T17:22:18,43.65893289,-79.33660377
8000,21,Other Unintentional,2022-10-08T18:59:11,43.71148455,-79.52359419
2000,7,Intentional,2022-10-08T23:45:23,43.73445604,-79.25264657
1,22,Intentional,2022-10-09T14:11:53,43.64631602,-79.39109337
30000,66,Misuse of ignition source/material ignited,2022-10-09T16:02:04,43.71574097,-79.50475719
1200000,178,Other Unintentional,2022-10-09T18:51:57,43.74784292,-79.25762849
5000,41,Other Unintended Cause,2022-10-09T19:24:21,43.66586568,-79.38592132
1000,22,Misuse of ignition source/material ignited,2022-10-10T01:30:32,43.66043938,-79.37589958
5000,4,Misuse of ignition source/material ignited,2022-10-10T09:01:15,43.7722115,-79.47250632
5000,22,Other Unintended Cause,2022-10-10T12:24:37,43.74949797,-79.27493496
50000,59,Other Unintentional,2022-10-10T12:53:04,43.63965379,-79.56293665
100,4,Other Unintended Cause,2022-10-10T21:16:16,43.77273966,-79.45574447
5000,22,Other Unintended Cause,2022-10-11T06:27:53,43.6691207,-79.33276526
50000,29,Mechanical/Electrical Failure,2022-10-11T13:50:42,43.63533849,-79.41865663
50000,10,Other Unintended Cause,2022-10-12T06:12:27,43.72309289,-79.33035797
250000,43,Misuse of ignition source/material ignited,2022-10-12T08:38:57,43.64897655,-79.37545043
600,4,Intentional,2022-10-12T09:14:59,43.75147285,-79.51281114
150000,78,Misuse of ignition source/material ignited,2022-10-12T10:54:40,43.764355,-79.26837078
0,44,Intentional,2022-10-12T13:24:51,43.60044133,-79.51908367
5000,4,Other Unintended Cause,2022-10-12T16:49:07,43.79248715,-79.1635657
10000,10,Mechanical/Electrical Failure,2022-10-12T20:43:59,43.77524189,-79.28471655
500000,81,Other Unintended Cause,2022-10-12T23:25:47,43.70303786,-79.50270755
1000,38,Intentional,2022-10-13T01:13:51,43.67093637,-79.3788754
50000,32,Under Investigation,2022-10-13T03:10:19,43.73682798,-79.57796443
0,50,Other Unintended Cause,2022-10-13T20:48:07,43.71593904,-79.44498108
50,42,Other Unintended Cause,2022-10-14T04:28:04,43.75901593,-79.51777499
50000,84,Misuse of ignition source/material ignited,2022-10-14T13:45:35,43.69954054,-79.27580104
12500,8,Design/Construction/Maintenance deficiency,2022-10-14T16:34:13,43.65483301,-79.35965179
40000,4,Other Unintended Cause,2022-10-14T22:49:03,43.7483803,-79.56840031
500,39,Intentional,2022-10-15T14:58:37,43.79899822,-79.30598154
30000,10,Other Unintended Cause,2022-10-15T17:23:11,43.72758706,-79.44947333
20000,43,Misuse of ignition source/material ignited,2022-10-16T00:54:40,43.66382776,-79.37946284
100,43,Other Unintended Cause,2022-10-16T07:56:13,43.64605324,-79.39899573
